cluster,district,date_announced,category,cases_total
KLUSTER JALAN PERSIARAN CYBER,"KOTA TINGGI, KULAI, JOHOR BAHRU",2021-02-17,workplace,171
KLUSTER PULAU RUSA,"MARANG, KUALA NERUS, KUALA TERENGGANU, DUNGUN",2021-02-17,workplace,26
KLUSTER SENAI MURNI EMPAT,KULAI,2021-02-17,workplace,18
KLUSTER JALAN DC,KUALA SELANGOR,2021-02-17,highRisk,13
KLUSTER TAPAK BINA SEKSYEN SATU,HULU LANGAT,2021-02-17,workplace,72
KLUSTER TAPAK BINA JALAN EMAS,PETALING,2021-02-17,workplace,77
KLUSTER JALAN PERINDUSTRIAN MURNI,"KULAI, JOHOR BAHRU, KOTA TINGGI",2021-02-17,workplace,19
KLUSTER JAN YONG,KAPIT,2021-02-17,community,24
KLUSTER TAPAK BINA JALAN SULTAN,LEMBAH PANTAI,2021-02-17,workplace,150
KLUSTER JALAN RAWANG,"GOMBAK, HULU SELANGOR",2021-02-17,workplace,111
KLUSTER INDUSTRI TEKSTIL NILAI,"SEREMBAN, PORT DICKSON, SEPANG",2021-02-17,workplace,508
KLUSTER JALAN SUBANG,"PETALING, HULU LANGAT",2021-02-17,workplace,53
KLUSTER JALAN PAYAMANIS,JOHOR BAHRU,2021-02-17,highRisk,54
KLUSTER JALAN HULU TINGGI,"PETALING, KLANG, KUALA SELANGOR & GOMBAK",2021-02-18,workplace,71
KLUSTER JALAN TEBRAU DUA,JOHOR BAHRU,2021-02-18,workplace,23
KLUSTER JALAN SRI PUTRI,KULAI,2021-02-18,highRisk,35
KLUSTER KAMPUNG JAWEK,BESUT,2021-02-18,community,11
KLUSTER PERINDUSTRIAN FASA DUA,KULAI & KOTA TINGGI,2021-02-18,workplace,28
KLUSTER LOT SATU,PENAMPANG,2021-02-18,workplace,14
KLUSTER JALAN JITU,KLANG,2021-02-18,workplace,51
KLUSTER LOT TUJUH,PENAMPANG & PUTATAN,2021-02-18,workplace,18
KLUSTER MEDIACITY,"TITIWANGSA, CHERAS, LEMBAH PANTAI & PUTRAJAYA",2021-02-18,workplace,20
KLUSTER JALAN DPB TIGA,JOHOR BAHRU,2021-02-18,workplace,52
KLUSTER JALAN TELOK IRA,TEMERLOH & MARAN,2021-02-18,religious,96
KLUSTER JALAN CHANGKAT JONG,"HILIR PERAK, PERAK TENGAH, BATANG PADANG, MANJUNG, KAMPAR",2021-02-18,workplace,2023
KLUSTER LINTANG KAMPUNG JAWA,"SEBERANG PERAI SELATAN, BARAT DAYA, TIMUR LAUT, SEBERANG PERAI TENGAH, SEBERANG PERAI UTARA, BANDAR BAHARU, BALING, KULIM, KUALA MUDA",2021-02-18,workplace,153
KLUSTER JALAN INDUSTRI KIDAMAI,HULU LANGAT & PETALING,2021-02-18,workplace,35
KLUSTER MAYANG,PETALING,2021-02-18,workplace,84
KLUSTER JALAN PERINDUSTRIAN ESTATE,"KULAI, KOTA TINGGI & JOHOR BAHRU",2021-02-18,workplace,71
KLUSTER JALAN BUKIT KEMUNING,KLANG,2021-02-18,workplace,55
KLUSTER PARIT HAJI KHAMIS,BATU PAHAT,2021-02-19,workplace,18
KLUSTER JALAN INDAH UTAMA,"KULAI, JOHOR BAHRU, KOTA TINGGI",2021-02-19,workplace,24
KLUSTER JALAN KOTA MURNI,BATU PAHAT,2021-02-19,workplace,12
KLUSTER JALAN KUCHAI,LEMBAH PANTAI,2021-02-19,workplace,28
KLUSTER KUBANG JAMBU,"KUALA NERUS, KUALA TERENGGANU, MARANG",2021-02-19,highRisk,9
KLUSTER KEJATAU,SRI AMAN,2021-02-19,workplace,20
KLUSTER JALAN TUN MUTAHIR,KOTA TINGGI & KLUANG,2021-02-19,workplace,148
KLUSTER KOMPLEKS PERABUT,KUALA LANGAT,2021-02-19,workplace,123
KLUSTER BUKIT PETITI,"KUALA TERENGGANU, MARANG, DUNGUN, KUALA NERUS, BESUT",2021-02-19,community,77
KLUSTER JALAN GREEN,"KUCHING, SAMARAHAN",2021-02-19,community,33
KLUSTER JALAN MURNI 12,KULAI & JOHOR BAHRU,2021-02-19,workplace,388
KLUSTER JALAN SEMENTA,PETALING,2021-02-19,workplace,21
KLUSTER SINGGAHMATA,LAHAD DATU,2021-02-19,workplace,46
KLUSTER JALAN PERUSAHAAN SATU,HULU LANGAT,2021-02-20,workplace,43
KLUSTER JALAN PASAR,KOTA BELUD,2021-02-20,workplace,13
KLUSTER JALAN WAWASAN 14,BATU PAHAT,2021-02-20,workplace,17
KLUSTER JALAN TANJUNG ENAM,JOHOR BAHRU,2021-02-20,workplace,17
KLUSTER TAPAK BINA KASIA,SEREMBAN,2021-02-20,workplace,52
KLUSTER PERDANA TIGA,GOMBAK,2021-02-20,workplace,53
KLUSTER BATU DUA SETENGAH,BATU PAHAT,2021-02-20,workplace,100
KLUSTER JALAN LAPANGAN TERBANG,"KULAI, JOHOR BAHRU, PONTIAN, KOTA TINGGI",2021-02-20,workplace,95
KLUSTER JALAN PELABUHAN,"MANJUNG, PERAK TENGAH, HILIR PERAK",2021-02-20,workplace,1362
KLUSTER BATU SEBELAS,"KINTA, KUALA KANGSAR",2021-02-20,workplace,48
KLUSTER JALAN PANDAN RIA,JOHOR BAHRU,2021-02-21,workplace,13
KLUSTER JALAN KELAPA MAWAR,BATU PAHAT,2021-02-21,workplace,22
KLUSTER JALAN CEMERLANG BESI,JOHOR BAHRU,2021-02-21,workplace,36
KLUSTER JALAN KOTA KULAI,KULAI,2021-02-21,workplace,36
KLUSTER JALAN PERSIARAN CEMERLANG,JOHOR BAHRU,2021-02-21,workplace,26
KLUSTER PERUSAHAAN BARU,"SEBERANG PERAI TENGAH, SEBERANG PERAI SELATAN, SEBERANG PERAI UTARA, KULIM",2021-02-21,workplace,101
KLUSTER TAPAK BINA JALAN KOTA,GOMBAK,2021-02-22,workplace,11
KLUSTER PASAR JALAN PUTRA,PETALING,2021-02-22,workplace,9
KLUSTER TAPAK BINA LOMBONG TIMAH,"KUALA LANGAT, PETALING, KLANG",2021-02-22,workplace,46
KLUSTER SUNGAI BAKONG,MERADONG,2021-02-22,education,207
KLUSTER INDUSTRI SUNGAI GADUT,"SEREMBAN, REMBAU, TAMPIN, PORT DICKSON",2021-02-22,workplace,1821
KLUSTER HILIR SUNGAI KLUANG,"BARAT DAYA, TIMUR LAUT, SEBERANG PERAI TENGAH, SEBERANG PERAI UTARA, LARUT, MATANG & SELAMA",2021-02-22,workplace,64
KLUSTER EMPEROH JAMBU,"KUCHING, SAMARAHAN, BAU, SERIAN, ASAJAYA, SARATOK",2021-02-22,community,376
KLUSTER TAPAK BINA SUNGAI BATU,KEPONG,2021-02-22,workplace,52
KLUSTER TAPAK BINA DIGITAL LAPAN,KULAI & JOHOR BAHRU,2021-02-23,workplace,137
KLUSTER TAMAN MAWAR,SANDAKAN,2021-02-23,community,41
KLUSTER JALAN PKNK 3/3,KUALA MUDA,2021-02-23,workplace,50
KLUSTER JALAN WAWASAN 16,BATU PAHAT,2021-02-23,workplace,40
KLUSTER JALAN BAYAM,CHERAS,2021-02-23,workplace,18
KLUSTER JALAN CYBER SEMBILAN,KULAI,2021-02-23,workplace,15
KLUSTER JALAN TEBRAU PANDAN,JOHOR BAHRU & KOTA TINGGI,2021-02-23,workplace,42
KLUSTER JALAN DAMAI,KLANG,2021-02-23,workplace,28
KLUSTER JALAN SETIAWANGSA,"TITIWANGSA, GOMBAK",2021-02-23,workplace,139
KLUSTER SUBANG TIGA,PETALING,2021-02-23,workplace,18
KLUSTER TAPAK BINA JALAN EKAR,SEREMBAN,2021-02-23,workplace,60
KLUSTER JALAN SERENDAH,"PETALING, SEPANG, KLANG, GOMBAK, KUALA LANGAT,HULU LANGAT, LEMBAH PANTAI",2021-02-23,workplace,223
KLUSTER JALAN MUHIBBAH,"BETONG, SRI AMAN",2021-02-23,community,370
KLUSTER JALAN ENAM,PETALING,2021-02-24,workplace,24
KLUSTER PERINDUSTRIAN LUKUT,KOTA TINGGI,2021-02-24,workplace,48
KLUSTER JALAN ULU CHOH,PONTIAN,2021-02-24,workplace,135
KLUSTER SINSINGON,"NABAWAN, KENINGAU, BEAUFORT, KOTA KINABALU, PENAMPANG",2021-02-24,community,351
KLUSTER JALAN DATO YUNUS,JOHOR BAHRU,2021-02-24,workplace,8
KLUSTER PASAR BIDOR,BATANG PADANG,2021-02-24,workplace,42
KLUSTER VISTA HILIR,"TIMUR LAUT, BARAT DAYA",2021-02-24,workplace,51
KLUSTER LORONG BAKAU,SEBERANG PERAI SELATAN,2021-02-24,workplace,169
KLUSTER TAPAK BINA INDERA MAHKOTA,KUANTAN,2021-02-25,workplace,10
KLUSTER INDUSTRI JALAN EMPAT,"HULU LANGAT, KLANG, DAN SEPANG",2021-02-25,workplace,12
KLUSTER JALAN PUTRA SILANG,"KEPONG, CHERAS, LEMBAH PANTAI, DAN BENTONG",2021-02-25,workplace,10
KLUSTER KAMPUNG MAK TEH,BATANG PADANG,2021-02-25,community,24
KLUSTER LORONG MURNI,SEBERANG PERAI UTARA,2021-02-25,highRisk,50
KLUSTER INDUSTRI 19,PETALING & KUALA SELANGOR,2021-02-25,workplace,60
KLUSTER JALAN HO PIN,"SAMARAHAN, KUCHING, DAN SERIAN",2021-02-25,community,18
KLUSTER SS LAPAN,"KLANG, KUALA SELANGOR, PETALING",2021-02-25,workplace,53
KLUSTER JALAN MEGA SATU,JOHOR BAHRU,2021-02-26,workplace,9
KLUSTER SIMPANG TIGA MUAR,MUAR ,2021-02-26,workplace,55
KLUSTER GENTING TERANG,"BARAT DAYA, SEBERANG PERAI SELATAN",2021-02-26,workplace,26
KLUSTER BUKIT PUTRA,"GOMBAK, KUALA SELANGOR",2021-02-26,workplace,56
KLUSTER TAPAK BINA PERSIARAN FREESIA,"KUALA LANGAT, KLANG, KUALA SELANGOR & LEMBAH PANTAI",2021-02-26,workplace,394
KLUSTER MEROTAI BESAR,KALABAKAN,2021-02-26,workplace,32
KLUSTER TEKNOLOGI EMAS,"KUALA LANGAT, PETALING, KLANG, SEREMBAN",2021-02-26,workplace,279
KLUSTER KAMPUNG TELEKONG,"KUALA KRAI, MACHANG & KOTA BHARU",2021-02-26,community,41
KLUSTER JALAN JENJARUM,PETALING,2021-02-26,workplace,32
KLUSTER KAMPUNG COLUMBIA,MANJUNG,2021-02-26,community,16
KLUSTER KAMPUNG PULAU RAJA,"KOTA BAHRU, TANAH MERAH, PASIR PUTEH, TUMPAT, MACHANG",2021-02-27,workplace,69
KLUSTER JALAN SCIENTEX JAYA,KULAI,2021-02-27,workplace,13
KLUSTER JALAN MEGA TEKNOLOGI,JOHOR BAHRU,2021-02-27,workplace,15
KLUSTER JALAN GEMILANG SATU,JOHOR BAHRU,2021-02-27,workplace,18
KLUSTER JALAN PERMAS SEMBILAN,JOHOR BAHRU,2021-02-27,workplace,22
KLUSTER BULOH,SELANGAU,2021-02-27,community,37
KLUSTER JALAN TASEK AVENUE,KINTA,2021-02-27,workplace,405
KLUSTER JALAN TAMPOI BESI,JOHOR BAHRU,2021-02-27,workplace,61
KLUSTER JALAN SELISIK,"PETALING, KUALA SELANGOR",2021-02-28,workplace,18
KLUSTER JALAN DESA TROPIKA,JOHOR BAHRU,2021-02-28,workplace,10
KLUSTER JALAN SUNGAI BAONG,SEBERANG PERAI SELATAN,2021-02-28,workplace,56
KLUSTER INDUSTRI WAJA,"KUALA LANGAT, KLANG",2021-02-28,workplace,86
KLUSTER TAPAK BINA BUKIT KIARA,KEPONG,2021-02-28,workplace,204
KLUSTER PERUSAHAAN JALAN BUKIT,HULU LANGAT,2021-02-28,workplace,314
KLUSTER BATU EMPAT,"BATU PAHAT, SEGAMAT, PONTIAN, KLUANG",2021-02-28,workplace,595
KLUSTER JALAN TANJUNG EMPAT,JOHOR BAHRU,2021-02-28,workplace,29
KLUSTER JALAN TIMAH TIGA,JOHOR BAHRU,2021-02-28,workplace,42
KLUSTER RENGIT SENTRAL,"KOTA TINGGI, KLUANG & JOHOR BAHRU",2021-03-01,workplace,18
KLUSTER WAWASAN GADING,BATU PAHAT,2021-03-01,workplace,145
KLUSTER LINTAS SERAYA,KOTA KINABALU & PENAMPANG,2021-03-01,community,32
KLUSTER BELATI,"JOHOR BAHRU, KOTA TINGGI, KULAI & PONTIAN",2021-03-01,workplace,73
KLUSTER STUTONG,"KUCHING, MIRI & SAMARAHAN",2021-03-01,community,41
KLUSTER PALOH TUMPAT,"TUMPAT, BACHOK & KOTA BHARU",2021-03-01,community,62
KLUSTER MANIK,"KUALA KRAI, GUA MUSANG, MACHANG, KOTA BHARU, TANAH MERAH & DUNGUN",2021-03-01,community,101
KLUSTER OSMO JAYA,HULU LANGAT,2021-03-01,workplace,46
KLUSTER TAPAK BINA PERDANA AVENUE,PETALING,2021-03-01,workplace,362
KLUSTER TAPAK BINA PRESINT TUJUH,PUTRAJAYA,2021-03-02,workplace,16
KLUSTER BATU TIGA SETENGAH,BATU PAHAT,2021-03-02,workplace,167
KLUSTER LADANG TANGKARASON,BELURAN,2021-03-02,workplace,32
KLUSTER JALAN CITY,"SEPANG, PETALING & HULU LANGAT",2021-03-02,workplace,82
KLUSTER BANDAR LAMA,TAWAU,2021-03-02,workplace,26
KLUSTER JALAN AMAN,"HULU SELANGOR, KUALA SELANGOR & KEPONG",2021-03-02,workplace,163
KLUSTER TAMAN KOPERASI,KEPONG,2021-03-02,education,18
KLUSTER TEMBOK PENGKALAN CHEPA,"KOTA BHARU, JELI, PASIR MAS, GUA MUSANG, KUALA KRAI, MACHANG, TUMPAT, BACHOK, PASIR PUTEH",2021-03-02,detentionCentre,554
KLUSTER JALAN SATU KKIP,KOTA KINABALU & TUARAN,2021-03-02,workplace,40
KLUSTER LEBUH KARAK,BENTONG,2021-03-02,education,17
KLUSTER MAYANG PASIR,"TIMUR LAUT, BARAT DAYA, SEBERANG PERAI UTARA, SEPERANG PERAI TENGAH, SEBERANG PERAI SELATAN, KULIM, KUALA MUDA, BALING, BANDAR BAHARU, KERIAN, BESUT",2021-03-02,workplace,645
KLUSTER JALAN PULAI 55,JOHOR BAHRU,2021-03-02,workplace,61
KLUSTER KANDI SUNGAI BESI,CHERAS & KEPONG,2021-03-02,education,15
KLUSTER JALAN UTARID,"PETALING, KUALA LANGAT",2021-03-03,workplace,16
KLUSTER JALAN PERUBATAN,HULU LANGAT,2021-03-03,workplace,13
KLUSTER JALAN DPB LIMA,JOHOR BAHRU,2021-03-03,workplace,32
KLUSTER JALAN SIKAMAT LAMA,SEREMBAN,2021-03-03,education,53
KLUSTER JALAN PKNK 1/6,KUALA MUDA,2021-03-03,workplace,43
KLUSTER BALAKONG SATU,HULU LANGAT,2021-03-03,workplace,16
KLUSTER JALAN BACHOK,"BACHOK, PASIR PUTEH",2021-03-03,workplace,34
KLUSTER JALAN ANAK GASING,PETALING,2021-03-03,highRisk,47
KLUSTER TAPAK BINA JALAN MP,PETALING,2021-03-03,workplace,33
KLUSTER KAMPUNG GEDANG,"ALOR GAJAH, MELAKA TENGAH, PETALING, JOHOR BAHRU",2021-03-03,community,37
KLUSTER SRI JELUTUNG,PEKAN,2021-03-03,workplace,34
KLUSTER JALAN BANDAR SEMBILAN,PETALING,2021-03-04,workplace,21
KLUSTER SIMPANG TIGA MEROTAI,"TAWAU, KALABAKAN",2021-03-04,community,32
KLUSTER KAMPUNG BINYU,"KUCHING, BINTULU, SAMARAHAN, SIMUNJAN, ASAJAYA, BAU",2021-03-04,community,166
KLUSTER TEKNOLOGI PERAMU JAYA,"KUANTAN, PEKAN, TEMERLOH, KOTA BAHRU, BACHOK, PASIR MAS",2021-03-04,workplace,108
KLUSTER JALAN KENANGA,ALOR GAJAH & MELAKA TENGAH,2021-03-04,community,32
KLUSTER JALAN KUBOTA SENTRAL,TAWAU,2021-03-04,workplace,11
KLUSTER JALAN MERDEKA,JOHOR BAHRU,2021-03-04,community,35
KLUSTER TOK HAS,"BESUT, SETIU, KUALA NERUS, KUALA TERENGGANU, MARANG, DUNGUN",2021-03-05,workplace,541
KLUSTER JALAN MERU UTAMA,"KINTA, BATANG PADANG, KUALA KANGSAR, LARUT MATANG & SELAMA",2021-03-05,detentionCentre,53
KLUSTER BUNGA RAYA,"KUALA MUDA, KULIM",2021-03-05,community,12
KLUSTER JALAN BANDAR,JOHOR BAHRU,2021-03-05,education,54
KLUSTER LORONG GALING,KUANTAN,2021-03-05,community,19
KLUSTER JALAN JATI INDUSTRI,"KOTA TINGGI, JOHOR BAHRU",2021-03-05,workplace,44
KLUSTER INDUSTRI MAHKOTA 2,KUALA LANGAT,2021-03-05,workplace,265
KLUSTER JALAN DAHLIA LIMA,"MELAKA TENGAH, JASIN",2021-03-05,community,13
KLUSTER INDERA MAHKOTA DUA,KUANTAN,2021-03-05,education,19
KLUSTER JALAN TEMBAGA KUNING,"LARUT, MATANG DAN SELAMA, KERIAN",2021-03-06,workplace,619
KLUSTER PUTRA EMPAT,PUTRAJAYA,2021-03-06,workplace,7
KLUSTER JALAN PAYA,MUAR,2021-03-06,workplace,19
KLUSTER JALAN COASTAL SEMBULAN,"KOTA KINABALU, PAPAR",2021-03-06,workplace,14
KLUSTER TAMAN SENTOSA,HULU LANGAT,2021-03-06,workplace,29
KLUSTER JALAN 4A PADANG TEMBAK,"KOTA BHARU, TUMPAT",2021-03-06,workplace,28
KLUSTER JALAN CENDANA,"KULAI, KOTA TINGGI",2021-03-06,community,64
KLUSTER JALAN PASAR BUKIT MERTAJAM,SEBERANG PERAI TENGAH,2021-03-06,workplace,57
KLUSTER SUNGAI SELANGAN,SARIKEI,2021-03-06,community,105
KLUSTER TAPAK BINA JALAN WAWASAN,SEPANG,2021-03-06,workplace,30
KLUSTER TAPAK BINA BANDAR SUNSURIA,SEPANG,2021-03-06,workplace,74
KLUSTER INDUSTRI PERAI EMPAT,SEBERANG PERAI TENGAH,2021-03-06,workplace,47
KLUSTER JALAN SRI AMAN,"PASIR PUTEH, KOTA BHARU",2021-03-06,workplace,47
KLUSTER TAPAK BINA PERSIARAN BUKIT RAJA,KLANG,2021-03-06,workplace,218
KLUSTER JALAN ANGKASA MAS SATU,JOHOR BAHRU,2021-03-06,workplace,25
KLUSTER JALAN MURNI LAPAN,"KULAI, JOHOR BAHRU, KOTA TINGGI, KLUANG",2021-03-06,workplace,45
KLUSTER INDUSTRI GEBENG,KUANTAN,2021-03-06,workplace,34
KLUSTER JALAN BROOKE,MIRI ,2021-03-06,workplace,20
KLUSTER KAMPUNG AUR,BACHOK,2021-03-06,workplace,28
KLUSTER JALAN DAMAI BUDI,CHERAS,2021-03-06,education,29
KLUSTER JALAN MANAN 2,"PETALING, KUALA SELANGOR",2021-03-06,workplace,55
KLUSTER KAMPUNG MAT DALING,JERANTUT,2021-03-06,community,19
KLUSTER BATU HITAM,KUANTAN,2021-03-06,community,48
KLUSTER JALAN FLORA UTAMA,BATU PAHAT,2021-03-06,workplace,89
KLUSTER KAMPUNG JAYA SETIA BADANG,KOTA BHARU,2021-03-07,community,14
KLUSTER JALAN SONGSANG,"TEMERLOH, JERANTUT",2021-03-07,workplace,35
KLUSTER ZONE B SELATAN,"SEPANG, PETALING, HULU LANGAT, KLANG, KUALA LANGAT",2021-03-07,workplace,15
KLUSTER LINGKARAN SYED PUTRA,"LEMBAH PANTAI, CHERAS, TITIWANGSA, KEPONG",2021-03-07,workplace,67
KLUSTER NUSA PERINTIS ENAM,"JOHOR BAHRU, KOTA TINGGI, PONTIAN",2021-03-07,workplace,16
KLUSTER JALAN HARMONIUM TEBRAU,JOHOR BAHRU,2021-03-07,workplace,23
KLUSTER JALAN SRI RAYA,MELAKA TENGAH,2021-03-07,community,68
KLUSTER JALAN HAJI TAHA,"KUCHING, ASAJAYA, BAU, SAMARAHAN, SERIAN",2021-03-07,workplace,134
KLUSTER DAH MATA AYER,LANGKAWI,2021-03-07,community,81
KLUSTER INDUSTRI JALAN SULTAN,KLANG,2021-03-07,workplace,34
KLUSTER PAGAR TEBEDU,"TEBEDU, SERIAN",2021-03-07,detentionCentre,32
KLUSTER INDUSTRI JALAN MURNI 12,"KULAI, JOHOR BAHRU",2021-03-07,workplace,83
KLUSTER INDUSTRI SUNGAI SEMBRONG,KLUANG,2021-03-07,workplace,134
KLUSTER INDUSTRI SERI KEMBANGAN,PETALING ,2021-03-07,workplace,218
KLUSTER INDUSTRI TAMING JAYA,"HULU LANGAT, PETALING",2021-03-07,workplace,110
KLUSTER LORONG PERUSAHAAN EMPAT,"SEBERANG PERAI TENGAH, SEBERANG PERAI UTARA",2021-03-07,workplace,154
KLUSTER JALAN NAGASARI SATU,"SEBERANG PERAI TENGAH, SEBERANG PERAI SELATAN, SEBERANG PERAI UTARA",2021-03-07,workplace,127
KLUSTER PERINDUSTRIAN BAKRI TIGA,MUAR,2021-03-07,workplace,15
KLUSTER INDUSTRI JALAN TECH VALLEY SATU,SEREMBAN,2021-03-07,workplace,50
KLUSTER KAMPUNG PADANG BONGOR,KOTA BHARU,2021-03-08,community,12
KLUSTER INDUSTRI CANANG EMAS LAPAN,"KLANG, PETALING",2021-03-08,workplace,109
KLUSTER JALAN PAHANG BIDOR,TITIWANGSA,2021-03-08,highRisk,16
KLUSTER TAPAK BINA BESTARI SATU,KLANG,2021-03-08,workplace,161
KLUSTER JONG LANGKAP,HILIR PERAK,2021-03-08,workplace,11
KLUSTER PERINDUSTRIAN JAMIL DUA,MUAR,2021-03-08,workplace,41
KLUSTER KAMPUNG JELOR,"PASIR PUTEH, KOTA BHARU",2021-03-08,community,20
KLUSTER KAMPUNG SANGKABOK,KUALA PENYU,2021-03-08,community,34
KLUSTER KAMPUNG TUN RAZAK,HULU SELANGOR,2021-03-08,community,94
KLUSTER JALAN INDUSTRI BIOTEKNOLOGI DUA,JOHOR BAHRU,2021-03-08,workplace,11
KLUSTER KAMPUNG PADANG TOK LA,PASIR MAS,2021-03-08,community,11
KLUSTER KAMPUNG BANIR BELIKONG,PASIR PUTEH,2021-03-08,community,28
KLUSTER KAMPUNG TELAGA AIR,KUCHING,2021-03-08,community,62
KLUSTER TAMAN PARIT JAYA,"PERAK TENGAH, KUALA KANGSAR",2021-03-08,community,30
KLUSTER KAMPUNG CHERANG HANGUS MACHANG,MACHANG,2021-03-08,community,20
KLUSTER INDUSTRI GEDOK,TAMPIN,2021-03-08,workplace,53
KLUSTER INDUSTRI JALAN MUTIARA NILAI,SEREMBAN,2021-03-08,workplace,75
KLUSTER MERBAU 10 KULAI,"KULAI, JOHOR BAHRU, KOTA TINGGI",2021-03-08,workplace,80
KLUSTER DAH KAMPUNG NONANG,"KOTA SETAR, YAN",2021-03-08,community,86
KLUSTER TAPAK BINA DAMAR 2,"SEPANG, PETALING",2021-03-08,workplace,96
KLUSTER DAH KAMPUNG TIANG,PENDANG,2021-03-08,community,70
KLUSTER JALAN INDUSTRY ESTATE 38,BINTULU,2021-03-08,workplace,43
KLUSTER MEGA SUAI,SUBIS,2021-03-08,workplace,242
KLUSTER TAPAK BINA KENANGA SALAK PERDANA,SEPANG,2021-03-08,workplace,54
KLUSTER TAMAN KIFAYAH,JELI,2021-03-08,community,13
KLUSTER INDUSTRI BANGI LAMA BATU SATU SETENGAH,HULU LANGAT,2021-03-08,workplace,129
KLUSTER RIMBA MENTAKAB,TEMERLOH,2021-03-08,workplace,40
KLUSTER KERTEH LIMA,DUNGUN,2021-03-08,community,288
KLUSTER JALAN SERI IMPIAN TIGA,KLUANG,2021-03-08,highRisk,42
KLUSTER KAMPUNG SUNGAI ISAP,KUANTAN,2021-03-08,community,30
KLUSTER INDUSTRI JALAN SEGENTING,KUALA LANGAT,2021-03-09,workplace,20
KLUSTER TAPAK BINA LEBUH KOTA ISKANDAR,JOHOR BAHRU,2021-03-09,workplace,92
KLUSTER KAMPUNG PANGGIL,SRI AMAN,2021-03-09,community,69
KLUSTER JALAN PRIMA PELANGI,"KEPONG, LEMBAH PANTAI",2021-03-09,highRisk,16
KLUSTER JALAN PADANG LALANG TANGKAK,TANGKAK,2021-03-09,workplace,11
KLUSTER JALAN MAJU KOTA BHARU,KOTA BHARU,2021-03-09,workplace,15
KLUSTER INDUSTRI DESA TROPIKA SATU,JOHOR BAHRU,2021-03-09,workplace,10
KLUSTER JALAN SRI SULONG EMPAT,BATU PAHAT,2021-03-09,workplace,11
KLUSTER KAMPUNG LIMAU PURUT HILIR,"PASIR MAS, TANAH MERAH",2021-03-09,community,7
KLUSTER JALAN TEMBAGA ULU PULAI,PONTIAN ,2021-03-09,workplace,57
KLUSTER TAPAK BINA TANJONG PINANG,TIMUR LAUT,2021-03-09,workplace,86
KLUSTER JALAN BANDAR INTAN,HILIR PERAK,2021-03-09,workplace,19
KLUSTER INDUSTRI MERANTI PERDANA,SEPANG,2021-03-09,workplace,57
KLUSTER JALAN PADI SATU,JOHOR BAHRU,2021-03-09,highRisk,21
KLUSTER KAMPUNG MACHANG GOCOH HILIR,PASIR MAS,2021-03-09,community,9
KLUSTER INDUSTRI PERMAS BARAT,JOHOR BAHRU,2021-03-09,workplace,140
KLUSTER KAMPUNG PIAN,TEMERLOH,2021-03-09,community,462
KLUSTER INDUSTRI DUA JALAN EMPAT OLAK LEMPIT,KUALA LANGAT,2021-03-09,workplace,71
KLUSTER TAPAK BINA PUTRA PERDANA,SEPANG,2021-03-09,workplace,65
KLUSTER KAMPUNG BANGGOL PAK AWANG,MACHANG,2021-03-09,religious,19
KLUSTER JALAN KULAI KOTA TINGGI,KULAI,2021-03-09,workplace,22
KLUSTER KAMPUNG MENTERA BANGGU,KOTA BHARU,2021-03-09,community,22
KLUSTER JALAN MASURI,SIBU,2021-03-09,education,28
KLUSTER NANGA TAPIH,BETONG,2021-03-09,community,88
KLUSTER BATU GAJAH MERLIMAU,JASIN,2021-03-09,community,38
KLUSTER INDUSTRI BATU DUA,TAMPIN ,2021-03-09,workplace,32
KLUSTER KAMPUNG LIMAU MANIS,"KOTA BHARU, BACHOK",2021-03-09,workplace,15
KLUSTER INDUSTRI JALAN KAMPUNG JAWA,"BARAT DAYA, SEBERANG PERAI SELATAN, SEBERANG PERAI TENGAH",2021-03-09,workplace,42
KLUSTER LORONG IMPIAN ENAM,SEBERANG PERAI TENGAH,2021-03-09,highRisk,29
KLUSTER BATU 30 KUALA KANGSAR,"KUALA KANGSAR, KINTA",2021-03-09,highRisk,151
KLUSTER KUALA GRIS,KUALA KRAI ,2021-03-09,workplace,95
KLUSTER KAMPUNG CHANGKAT BELULANG,KAMPAR,2021-03-09,community,14
KLUSTER SAWIT GELASAH,SUBIS,2021-03-09,workplace,35
KLUSTER INDUSTRI BATU TIGA,RAUB,2021-03-09,workplace,23
KLUSTER PARIT BENGKOK TANGKAK,TANGKAK,2021-03-10,community,12
KLUSTER BATU 11 BUKIT PASIR,MUAR,2021-03-10,workplace,50
KLUSTER TAMAN DESA WIRA,"PASIR MAS, KOTA BHARU",2021-03-10,community,16
KLUSTER JALAN SENENG,BACHOK,2021-03-10,workplace,22
KLUSTER SAWIT BERA SELATAN,BERA,2021-03-10,workplace,175
KLUSTER KAMPUNG POS KELANG,RAUB,2021-03-10,community,32
KLUSTER JALAN PERDAGANGAN SATU,RAUB,2021-03-11,education,16
KLUSTER TUMBALANG,RANAU,2021-03-11,community,60
KLUSTER JALAN MUTIARA TUJUH,JOHOR BAHRU,2021-03-11,workplace,19
KLUSTER PARIT 4A SUNGAI MANIK,HILIR PERAK,2021-03-11,religious,15
KLUSTER JALAN PASAR SEGAMAT,SEGAMAT,2021-03-11,workplace,30
KLUSTER DTI JALAN DUTA 2,"KEPONG, HULU LANGAT, KLANG, PETALING",2021-03-11,detentionCentre,10
KLUSTER SAWIT JATI,KINABATANGAN,2021-03-11,workplace,103
